"","sub","time_stamp","eye","offset","x_pos","y_pos","x_offset","y_offset"
"333",4,5488812,"RIGHT",0.42,1703,934,-2.1,-22.8
"334",4,5516910,"RIGHT",0.87,960,540,-7,-47.3
"335",4,5516910,"RIGHT",0.27,960,92,12.4,-8.6
"336",4,5516910,"RIGHT",1.13,960,987,7.9,-62.1
"337",4,5516910,"RIGHT",0.54,115,540,29,-6.1
"338",4,5516910,"RIGHT",0.93,1804,540,32.1,-40.4
"339",4,5516910,"RIGHT",4.68,216,145,259.2,-1.2
"340",4,5516910,"RIGHT",0.85,1703,145,-46.1,-8.9
"341",4,5516910,"RIGHT",2.68,216,934,-145.8,-28.7
"342",4,5516910,"RIGHT",1.23,1703,934,-39.5,-55.2
"343",5,189444,"RIGHT",0.26,960,540,2.1,-14.3
"344",5,189444,"RIGHT",0.41,960,92,-19.5,-11.8
"345",5,189444,"RIGHT",0.74,960,987,-23.8,-33.7
"346",5,189444,"RIGHT",0.24,115,540,6.4,11.5
"347",5,189444,"RIGHT",0.65,1804,540,30.5,-19.1
"348",5,189444,"RIGHT",0.26,216,145,-6.1,13.3
"349",5,189444,"RIGHT",0.83,1703,145,-16.4,43.2
"350",5,189444,"RIGHT",0.85,216,934,34.7,-32.1
"351",5,189444,"RIGHT",0.21,1703,934,-3,-11.4
"352",5,531368,"RIGHT",0.65,960,540,1.2,36.1
"353",5,531368,"RIGHT",0.09,960,92,3.8,3.3
"354",5,531368,"RIGHT",0.43,960,987,18.2,15.6
"355",5,531368,"RIGHT",0.44,115,540,24.4,0.3
"356",5,531368,"RIGHT",0.51,1804,540,4,28.3
"357",5,531368,"RIGHT",0.46,216,145,25.3,5.3
"358",5,531368,"RIGHT",0.34,1703,145,18.8,0.9
"359",5,531368,"RIGHT",0.71,216,934,-27.8,28.1
"360",5,531368,"RIGHT",0.33,1703,934,-5.7,17.2
"361",5,688009,"RIGHT",0.17,960,540,-4.4,-8.4
"362",5,688009,"RIGHT",0.47,960,92,6.9,25.5
"363",5,688009,"RIGHT",0.83,960,987,-32.5,32.8
"364",5,688009,"RIGHT",0.31,115,540,-12.5,11.6
"365",5,688009,"RIGHT",0.52,1804,540,18.1,22.3
"366",5,688009,"RIGHT",0.64,216,145,-23.8,26.2
"367",5,688009,"RIGHT",0.4,1703,145,15.3,16.5
"368",5,688009,"RIGHT",0.46,216,934,-24.6,-6.8
"369",5,688009,"RIGHT",0.26,1703,934,12.6,7.1
"370",5,838975,"RIGHT",0.27,960,540,1.9,15
"371",5,838975,"RIGHT",0.3,960,92,16.8,0.4
"372",5,838975,"RIGHT",8.95,960,987,92.7,498.4
"373",5,838975,"RIGHT",0.1,115,540,-4,3.6
"374",5,838975,"RIGHT",0.9,1804,540,-28.1,42.5
"375",5,838975,"RIGHT",0.18,216,145,-0.8,-10.2
"376",5,838975,"RIGHT",0.46,1703,145,17.1,-19.9
"377",5,838975,"RIGHT",0.67,216,934,-24.5,28.5
"378",5,838975,"RIGHT",1.19,1703,934,34.6,57.4
"379",5,879844,"RIGHT",0.17,960,540,-9.7,0.4
"380",5,879844,"RIGHT",0.33,960,92,4.7,-18
"381",5,879844,"RIGHT",0.41,960,987,-11.7,-19.4
"382",5,879844,"RIGHT",0.44,115,540,-21.5,11.9
"383",5,879844,"RIGHT",0.69,1804,540,16,35.2
"384",5,879844,"RIGHT",0.35,216,145,-5.3,18.6
"385",5,879844,"RIGHT",0.38,1703,145,3.3,21.2
"386",5,879844,"RIGHT",3.37,216,934,-165.5,90
"387",5,879844,"RIGHT",1.33,1703,934,57.5,47.2
"388",5,1010991,"RIGHT",0.61,960,540,1.6,34.1
"389",5,1010991,"RIGHT",0.47,960,92,8.4,24.8
"390",5,1010991,"RIGHT",0.88,960,987,20.5,44.5
"391",5,1010991,"RIGHT",0.2,115,540,6.3,9.4
"392",5,1010991,"RIGHT",0.76,1804,540,-28.1,31.3
"393",5,1010991,"RIGHT",0.24,216,145,6,11.9
"394",5,1010991,"RIGHT",0.43,1703,145,-5.8,23.5
"395",5,1010991,"RIGHT",0.72,216,934,12.1,38
"396",5,1010991,"RIGHT",0.37,1703,934,20.9,-0.6
"397",5,1126643,"RIGHT",0.42,960,540,13.9,18.7
"398",5,1126643,"RIGHT",0.62,960,92,9.4,33.6
"399",5,1126643,"RIGHT",3.06,960,987,30.1,168.4
"400",5,1126643,"RIGHT",0.92,115,540,50.8,5.8
"401",5,1126643,"RIGHT",1.03,1804,540,-2.4,57.4
"402",5,1126643,"RIGHT",0.94,216,145,34.6,39.5
"403",5,1126643,"RIGHT",0.48,1703,145,-10.9,24.4
"404",5,1126643,"RIGHT",0.3,216,934,-7.2,-15.3
"405",5,1126643,"RIGHT",1.1,1703,934,14.7,59.5
"406",5,1252956,"RIGHT",0.07,960,540,1.7,-3.7
"407",5,1252956,"RIGHT",0.28,960,92,9.5,12.3
"408",5,1252956,"RIGHT",0.16,960,987,-2.5,8.3
"409",5,1252956,"RIGHT",0.43,115,540,-23.9,3.8
"410",5,1252956,"RIGHT",0.8,1804,540,12.9,42.8
"411",5,1252956,"RIGHT",0.66,216,145,4.8,36.4
"412",5,1252956,"RIGHT",0.5,1703,145,4.5,27.5
"413",5,1252956,"RIGHT",0.25,216,934,9.4,10.5
"414",5,1252956,"RIGHT",0.04,1703,934,-1.1,-1.9
"415",6,7685616,"RIGHT",0.18,960,540,-8.1,5.7
"416",6,7685616,"RIGHT",0.2,960,92,10.6,-2.7
"417",6,7685616,"RIGHT",0.37,960,987,-16.4,-12.5
"418",6,7685616,"RIGHT",0.1,115,540,5.3,1.2
"419",6,7685616,"RIGHT",0.16,1804,540,-3,-8.6
"420",6,7685616,"RIGHT",1.13,216,145,-2,62.7
"421",6,7685616,"RIGHT",1.04,1703,145,-37.8,43.6
"422",6,7685616,"RIGHT",0.3,216,934,-16.6,-1.3
"423",6,7685616,"RIGHT",0.73,1703,934,37.2,16.5
"424",6,8106921,"RIGHT",1.37,960,540,27.9,70.2
"425",6,8106921,"RIGHT",1.35,960,92,-9,-74.3
"426",6,8106921,"RIGHT",1.5,960,987,-82.7,1.3
"427",6,8106921,"RIGHT",0.5,115,540,-8.8,-26.2
"428",6,8106921,"RIGHT",0.33,1804,540,-14.7,-11.1
"429",6,8106921,"RIGHT",0.74,216,145,35.5,20.4
"430",6,8106921,"RIGHT",15.72,1703,145,-762,416
"431",6,8106921,"RIGHT",14.34,216,934,706.3,-357.8
"432",6,8106921,"RIGHT",0.65,1703,934,-26.5,24.1
"433",6,8128120,"RIGHT",0.4,960,540,-21.9,0.8
"434",6,8128120,"RIGHT",0.34,960,92,-11,15.6
"435",6,8128120,"RIGHT",3.43,960,987,-158.4,105.6
"436",6,8128120,"RIGHT",1.65,115,540,85.7,32.6
"437",6,8128120,"RIGHT",0.52,1804,540,-27.8,-7
"438",6,8128120,"RIGHT",2.27,216,145,117.7,45
"439",6,8128120,"RIGHT",1.37,1703,145,-71.8,24.7
"440",6,8128120,"RIGHT",0.88,216,934,-28.5,39.7
"441",6,8128120,"RIGHT",14.88,1703,934,-794.5,222.1
"442",6,8251525,"RIGHT",0.47,960,540,-1.6,26
"443",6,8251525,"RIGHT",0.94,960,92,-4.2,52.3
"444",6,8251525,"RIGHT",0.76,960,987,-27,-32.5
"445",6,8251525,"RIGHT",1.07,115,540,37.5,46.6
"446",6,8251525,"RIGHT",1.03,1804,540,44.7,36.1
"447",6,8251525,"RIGHT",0.28,216,145,15.3,-0.8
"448",6,8251525,"RIGHT",21.81,1703,145,-742,962.9
"449",6,8251525,"RIGHT",0.19,216,934,6.7,-8.3
"450",6,8251525,"RIGHT",0.54,1703,934,28.5,9.2
"451",6,8274943,"RIGHT",0.26,960,540,-10.2,10.1
"452",6,8274943,"RIGHT",0.17,960,92,7.6,-5.3
"453",6,8274943,"RIGHT",0.61,960,987,33.5,-5.7
"454",6,8274943,"RIGHT",0.95,115,540,-23.3,-46.9
"455",6,8274943,"RIGHT",0.38,1804,540,19,8.5
"456",6,8274943,"RIGHT",0.19,216,145,-8.1,7.1
"457",6,8274943,"RIGHT",1.81,1703,145,-64.8,76.4
"458",6,8274943,"RIGHT",0.59,216,934,8.2,-31.8
"459",6,8274943,"RIGHT",0.26,1703,934,9.9,-10.2
"460",6,8628913,"RIGHT",0.55,960,540,30.6,-2.7
"461",6,8628913,"RIGHT",0.72,960,92,-31.8,-24.5
"462",6,8628913,"RIGHT",0.85,960,987,-39,26
"463",6,8628913,"RIGHT",0.61,115,540,-32.2,-11.2
"464",6,8628913,"RIGHT",0.33,1804,540,-13.1,-12.9
"465",6,8628913,"RIGHT",0.77,216,145,-20.7,-37.3
"466",6,8628913,"RIGHT",0.52,1703,145,-28.3,6.9
"467",6,8628913,"RIGHT",0.81,216,934,-40.6,-19.5
"468",6,8628913,"RIGHT",13.97,1703,934,-671.7,-384.8
"469",6,8655897,"RIGHT",0.7,960,540,32.6,21.7
"470",6,8655897,"RIGHT",0.14,960,92,7.7,-0.7
"471",6,8655897,"RIGHT",0.79,960,987,-36.6,24.2
"472",6,8655897,"RIGHT",1.14,115,540,-52,-36.4
"473",6,8655897,"RIGHT",0.65,1804,540,-20.2,-30.1
"474",6,8655897,"RIGHT",0.26,216,145,-14.1,1.6
"475",6,8655897,"RIGHT",0.61,1703,145,-34.2,-0.6
"476",6,8655897,"RIGHT",0.5,216,934,5.4,27.6
"477",6,8655897,"RIGHT",3.27,1703,934,88.3,159.3
"478",6,9149641,"RIGHT",0.28,960,540,11.2,-10.3
"479",6,9149641,"RIGHT",0.4,960,92,-17.1,-13.9
"480",6,9149641,"RIGHT",0.83,960,987,6.8,-45.4
"481",6,9149641,"RIGHT",0.74,115,540,16.2,37.6
"482",6,9149641,"RIGHT",0.22,1804,540,-10.6,-5.9
"483",6,9149641,"RIGHT",1.04,216,145,50.3,-27.8
"484",6,9149641,"RIGHT",1.75,1703,145,-95.2,17.7
"485",6,9149641,"RIGHT",0.74,216,934,33.2,-24.1
"486",6,9149641,"RIGHT",0.05,1703,934,-1.7,-2.3
"487",7,4197861,"RIGHT",0.42,960,540,20.7,10.7
"488",7,4197861,"RIGHT",0.68,960,92,27.3,25.9
"489",7,4197861,"RIGHT",0.78,960,987,6.4,42.7
"490",7,4197861,"RIGHT",0.49,115,540,13,23.7
"491",7,4197861,"RIGHT",0.75,1804,540,-30,29
"492",7,4197861,"RIGHT",0.91,216,145,5.8,50.3
"493",7,4197861,"RIGHT",0.74,1703,145,29.3,-28.4
"494",7,4197861,"RIGHT",0.2,216,934,-8.6,-7.1
"495",7,4197861,"RIGHT",0.33,1703,934,-12.4,-13.1
"496",7,4501101,"RIGHT",0.31,960,540,14,-9.6
"497",7,4501101,"RIGHT",0.52,960,92,-24.3,15.4
"498",7,4501101,"RIGHT",0.42,960,987,22.8,-0.2
"499",7,4501101,"RIGHT",0.46,115,540,8.1,-24.1
"500",7,4501101,"RIGHT",0.33,1804,540,-16.9,-6.5
"501",7,4501101,"RIGHT",0.85,216,145,-2.7,47.3
"502",7,4501101,"RIGHT",0.16,1703,145,-4.1,-8.1
"503",7,4501101,"RIGHT",0.68,216,934,22.4,-30.3
"504",7,4501101,"RIGHT",0.65,1703,934,35.7,4.4
"505",7,4812587,"RIGHT",0.21,960,540,-10.3,-5.4
"506",7,4812587,"RIGHT",0.52,960,92,17.1,-23.1
"507",7,4812587,"RIGHT",0.65,960,987,34.2,11.1
"508",7,4812587,"RIGHT",1.05,115,540,43.4,-38.5
"509",7,4812587,"RIGHT",0.38,1804,540,-2.2,-21
"510",7,4812587,"RIGHT",1.19,216,145,22.3,61.9
"511",7,4812587,"RIGHT",2.21,1703,145,-68.2,101.3
"512",7,4812587,"RIGHT",0.68,216,934,34.8,-13.7
"513",7,4812587,"RIGHT",0.28,1703,934,14.1,-6.1
"514",7,5038285,"RIGHT",0.31,960,540,10.8,13.5
"515",7,5038285,"RIGHT",0.97,960,92,35.6,40.3
"516",7,5038285,"RIGHT",0.35,960,987,17.5,-8.4
"517",7,5038285,"RIGHT",0.5,115,540,15,-23.2
"518",7,5038285,"RIGHT",0.65,1804,540,26.4,-24.7
"519",7,5038285,"RIGHT",0.16,216,145,2.5,8.4
"520",7,5038285,"RIGHT",0.41,1703,145,-11.4,-19.6
"521",7,5038285,"RIGHT",0.02,216,934,0.8,-1
"522",7,5038285,"RIGHT",0.09,1703,934,4.1,3.3
"523",8,7919577,"RIGHT",0.92,960,540,-50.7,-1.8
"524",8,7919577,"RIGHT",0.81,960,92,-1.2,44.8
"525",8,7919577,"RIGHT",0.51,960,987,27,8
"526",8,7919577,"RIGHT",0.61,115,540,-24.7,-22.8
"527",8,7919577,"RIGHT",0.78,1804,540,35.4,-24.9
"528",8,7919577,"RIGHT",3.62,216,145,-82.6,182.9
"529",8,7919577,"RIGHT",1.13,1703,145,30.8,-54.6
"530",8,7919577,"RIGHT",0.25,216,934,1.2,-13.6
"531",8,7919577,"RIGHT",0.46,1703,934,-3.4,-25.4
"532",8,7956560,"RIGHT",0.72,960,540,-27.7,28.6
"533",8,7956560,"RIGHT",2.2,960,92,14.9,-120.9
"534",8,7956560,"RIGHT",0.93,960,987,-45.8,-23
"535",8,7956560,"RIGHT",0.28,115,540,-12.1,9.4
"536",8,7956560,"RIGHT",0.61,1804,540,33.4,-0.7
"537",8,7956560,"RIGHT",1.82,216,145,-12.7,99.7
"538",8,7956560,"RIGHT",0.88,1703,145,27.1,-40.1
"539",8,7956560,"RIGHT",0.51,216,934,-12.4,25.5
"540",8,7956560,"RIGHT",0.53,1703,934,25.1,-14.8
"541",8,7990545,"RIGHT",1.03,960,540,-8.1,57.2
"542",8,7990545,"RIGHT",0.39,960,92,-21.4,1.3
"543",8,7990545,"RIGHT",0.31,960,987,-5.4,16.6
"544",8,7990545,"RIGHT",2.79,115,540,6.4,155.6
"545",8,7990545,"RIGHT",0.86,1804,540,2.5,48.2
"546",8,7990545,"RIGHT",1.6,216,145,-21.8,86.6
"547",8,7990545,"RIGHT",1.2,1703,145,42.2,-52.1
"548",8,7990545,"RIGHT",0.46,216,934,-13.2,22.3
"549",8,7990545,"RIGHT",0.84,1703,934,43.8,16.3
"550",8,8015187,"RIGHT",1.53,960,540,-36.1,77.1
"551",8,8015187,"RIGHT",0.51,960,92,-27,-8.3
"552",8,8015187,"RIGHT",1.09,960,987,31,52.4
"553",8,8015187,"RIGHT",0.62,115,540,-13.5,32
"554",8,8015187,"RIGHT",0.4,1804,540,-14.8,16.8
"555",8,8015187,"RIGHT",1.57,216,145,-34.7,80.3
"556",8,8015187,"RIGHT",0.25,1703,145,13.8,-0.6
"557",8,8015187,"RIGHT",1.59,216,934,-2.6,88.6
"558",8,8015188,"RIGHT",1.09,1703,934,60.1,2.3
"559",8,8056353,"RIGHT",0.47,960,540,10.8,23.7
"560",8,8056353,"RIGHT",0.33,960,92,15.7,9.5
"561",8,8056353,"RIGHT",1.73,960,987,26.8,-91.7
"562",8,8056353,"RIGHT",0.96,115,540,-26.8,-46
"563",8,8056353,"RIGHT",0.63,1804,540,-0.2,-35
"564",8,8056353,"RIGHT",1.46,216,145,34.5,72.9
"565",8,8056353,"RIGHT",0.69,1703,145,9.5,-36.8
"566",8,8056353,"RIGHT",0.7,216,934,-14.2,-36
"567",8,8056353,"RIGHT",1.49,1703,934,-52.6,-63.2
"568",8,8322823,"RIGHT",0.45,960,540,8.8,23.4
"569",8,8322823,"RIGHT",0.39,960,92,19.6,-9
"570",8,8322823,"RIGHT",0.42,960,987,21.9,-6.9
"571",8,8322823,"RIGHT",0.47,115,540,25.1,-6.8
"572",8,8322823,"RIGHT",0.44,1804,540,-6.4,-23.3
"573",8,8322823,"RIGHT",0.3,216,145,-10.9,-12.8
"574",8,8322823,"RIGHT",0.79,1703,145,29.2,-32.4
"575",8,8322823,"RIGHT",0.63,216,934,-13.6,-32
"576",8,8322823,"RIGHT",0.36,1703,934,-10.4,16.9
"577",8,8502772,"RIGHT",0.63,960,540,34.3,-4.1
"578",8,8502772,"RIGHT",0.3,960,92,5.3,-15.8
"579",8,8502772,"RIGHT",0.75,960,987,-16.3,-37.9
"580",8,8502772,"RIGHT",0.62,115,540,-23.3,25.1
"581",8,8502772,"RIGHT",0.52,1804,540,-6.4,27.8
"582",8,8502773,"RIGHT",1.16,216,145,-5.1,-64.3
"583",8,8502773,"RIGHT",1.18,1703,145,43.4,-48.9
"584",8,8502773,"RIGHT",0.84,216,934,46.3,4.1
"585",8,8502773,"RIGHT",0.67,1703,934,-28.4,-24.1
"586",8,8671408,"RIGHT",0.91,960,540,23.8,-44.3
"587",8,8671408,"RIGHT",0.5,960,92,27,-4.1
"588",8,8671408,"RIGHT",1.47,960,987,21,-78.6
"589",8,8671408,"RIGHT",0.55,115,540,-11.6,28.2
"590",8,8671408,"RIGHT",1.27,1804,540,69.2,8
"591",8,8671408,"RIGHT",0.92,216,145,-19.9,-47
"592",8,8671408,"RIGHT",0.86,1703,145,25.1,-40.3
"593",8,8671408,"RIGHT",0.44,216,934,-8.7,-22.5
"594",8,8671408,"RIGHT",0.6,1703,934,10,31.9
"595",8,8704014,"RIGHT",1.01,960,540,14.4,-54.1
"596",8,8704014,"RIGHT",0.67,960,92,32.6,-17.2
"597",8,8704014,"RIGHT",0.63,960,987,22.7,26.2
"598",8,8704014,"RIGHT",1.16,115,540,23.8,-59.2
"599",8,8704014,"RIGHT",0.9,1804,540,-0.5,-49.9
"600",8,8704014,"RIGHT",3.64,216,145,12.9,200.8
"601",8,8704014,"RIGHT",1.13,1703,145,13.7,-61
"602",8,8704014,"RIGHT",1.24,216,934,-12,-67.5
"603",8,8704014,"RIGHT",0.36,1703,934,-5.8,-18.8
"604",8,8746111,"RIGHT",0.49,960,540,-8.3,26
"605",8,8746111,"RIGHT",1.43,960,92,11,-78.4
"606",8,8746111,"RIGHT",0.67,960,987,-17.5,-32.8
"607",8,8746111,"RIGHT",0.93,115,540,-23.6,45.5
"608",8,8746111,"RIGHT",0.6,1804,540,-20.4,26.2
"609",8,8746111,"RIGHT",1.25,216,145,-4.5,69
"610",8,8746111,"RIGHT",1.81,1703,145,-11.2,-99.6
"611",8,8746111,"RIGHT",0.41,216,934,-7,21.6
"612",8,8746111,"RIGHT",1.16,1703,934,5.6,-64.2
"613",8,9055059,"RIGHT",0.26,960,540,11.2,9
"614",8,9055059,"RIGHT",0.56,960,92,23.8,19.8
"615",8,9055059,"RIGHT",0.21,960,987,-5.6,10.4
"616",8,9055059,"RIGHT",0.46,115,540,25,-2.4
"617",8,9055059,"RIGHT",0.24,1804,540,5,-12.5
"618",8,9055059,"RIGHT",1.35,216,145,-4.1,74.7
"619",8,9055059,"RIGHT",0.9,1703,145,48.4,10.1
"620",8,9055059,"RIGHT",0.25,216,934,-1.3,-13.6
"621",8,9055059,"RIGHT",0.12,1703,934,4.9,4.3
"622",8,9206989,"RIGHT",0.29,960,540,-15.6,-3.2
"623",8,9206989,"RIGHT",1.17,960,92,14.6,-62.7
"624",8,9206989,"RIGHT",0.89,960,987,-1.9,-49.1
"625",8,9206989,"RIGHT",0.4,115,540,19.4,-10.3
"626",8,9206989,"RIGHT",0.45,1804,540,1.2,-24.6
"627",8,9206989,"RIGHT",3.24,216,145,-7.3,178.4
"628",8,9206989,"RIGHT",0.85,1703,145,-2.5,46.8
"629",8,9206989,"RIGHT",0.29,216,934,14.8,-6.2
"630",8,9206989,"RIGHT",0.33,1703,934,-10.7,-14.4
"631",8,9242881,"RIGHT",0.6,960,540,9.4,-32
"632",8,9242881,"RIGHT",0.9,960,92,5.4,49.5
"633",8,9242881,"RIGHT",0.31,960,987,-15.4,7.6
"634",8,9242881,"RIGHT",0.23,115,540,11.7,-4.2
"635",8,9242881,"RIGHT",0.69,1804,540,-17.6,33.9
"636",8,9242881,"RIGHT",3.17,216,145,-1.7,175.3
"637",8,9242881,"RIGHT",0.11,1703,145,5.2,-2.4
"638",8,9242881,"RIGHT",0.35,216,934,17.9,6.7
"639",8,9242881,"RIGHT",0.66,1703,934,-14.5,33.6
"640",8,9286590,"RIGHT",0.21,960,540,-2.7,-11.3
"641",8,9286590,"RIGHT",0.28,960,92,14.1,6.6
"642",8,9286590,"RIGHT",0.21,960,987,11.2,-2.5
"643",8,9286590,"RIGHT",0.1,115,540,-4.7,3.2
"644",8,9286590,"RIGHT",1.55,1804,540,15.9,84.3
"645",8,9286590,"RIGHT",3.25,216,145,-43.8,175
"646",8,9286590,"RIGHT",0.6,1703,145,33.1,4.6
"647",8,9286590,"RIGHT",0.99,216,934,44.4,31.7
"648",8,9286590,"RIGHT",0.83,1703,934,-42.1,18.7
"649",8,9469131,"RIGHT",1.3,960,540,67.5,-24.5
"650",8,9469131,"RIGHT",0.66,960,92,8.4,35.7
"651",8,9469131,"RIGHT",0.18,960,987,9.1,-4.5
"652",8,9469131,"RIGHT",1.4,115,540,60.2,-48.6
"653",8,9469131,"RIGHT",0.75,1804,540,39.3,-12.5
"654",8,9469131,"RIGHT",1.21,216,145,-29.9,59.6
"655",8,9469131,"RIGHT",1.59,1703,145,51.5,-71.3
"656",8,9469131,"RIGHT",0.65,216,934,7.5,-35
"657",8,9469131,"RIGHT",1.25,1703,934,-63,-28.1
"658",8,9604862,"RIGHT",0.06,960,540,3.2,-0.7
"659",8,9604862,"RIGHT",1.81,960,92,1.2,100.3
"660",8,9604862,"RIGHT",1.17,960,987,42.3,-48.9
"661",8,9604862,"RIGHT",0.59,115,540,32.6,1.7
"662",8,9604862,"RIGHT",0.78,1804,540,-33.4,27.4
"663",8,9604862,"RIGHT",1.06,216,145,15.9,56.6
"664",8,9604862,"RIGHT",1.67,1703,145,13.2,-91.6
"665",8,9604862,"RIGHT",1,216,934,16.4,-53.1
"666",8,9604862,"RIGHT",0.14,1703,934,-7.3,2
