"","char","letter","x1","y1","x2","y2","space","sent","line","word","word_line","line_char","wordID","char_word"
"1",0,"J",600,151,610,209,NA,1,1,1,1,1,"John",1
"3",1,"o",610,151,620,209,NA,1,1,1,1,2,"John",2
"5",2,"h",620,151,630,209,NA,1,1,1,1,3,"John",3
"7",3,"n",630,151,640,209,NA,1,1,1,1,4,"John",4
"9",4,"",NA,640,151,650,NA,1,1,2,1,5,"Roebling",0
"11",5,"R",650,151,660,209,NA,1,1,2,1,6,"Roebling",1
"13",6,"o",660,151,670,209,NA,1,1,2,1,7,"Roebling",2
"15",7,"e",670,151,680,209,NA,1,1,2,1,8,"Roebling",3
"17",8,"b",680,151,690,209,NA,1,1,2,1,9,"Roebling",4
"19",9,"l",690,151,700,209,NA,1,1,2,1,10,"Roebling",5
"21",10,"i",700,151,710,209,NA,1,1,2,1,11,"Roebling",6
"23",11,"n",710,151,720,209,NA,1,1,2,1,12,"Roebling",7
"25",12,"g",720,151,730,209,NA,1,1,2,1,13,"Roebling",8
"27",13,"",730,151,740,209,1,1,1,3,2,14,"was",0
"29",14,"w",740,151,750,209,NA,1,1,3,2,15,"was",1
"31",15,"a",750,151,760,209,NA,1,1,3,2,16,"was",2
"33",16,"s",760,151,770,209,NA,1,1,3,2,17,"was",3
"35",17,"",770,151,780,209,1,1,1,4,3,18,"a",0
"37",18,"a",780,151,790,209,NA,1,1,4,3,19,"a",1
"39",19,"",790,151,800,209,1,1,1,5,4,20,"pioneer",0
"41",20,"p",800,151,810,209,NA,1,1,5,4,21,"pioneer",1
"43",21,"i",810,151,820,209,NA,1,1,5,4,22,"pioneer",2
"45",22,"o",820,151,830,209,NA,1,1,5,4,23,"pioneer",3
"47",23,"n",830,151,840,209,NA,1,1,5,4,24,"pioneer",4
"49",24,"e",840,151,850,209,NA,1,1,5,4,25,"pioneer",5
"51",25,"e",850,151,860,209,NA,1,1,5,4,26,"pioneer",6
"53",26,"r",860,151,870,209,NA,1,1,5,4,27,"pioneer",7
"55",27,"",870,151,880,209,1,1,1,6,5,28,"in",0
"57",28,"i",880,151,890,209,NA,1,1,6,5,29,"in",1
"59",29,"n",890,151,900,209,NA,1,1,6,5,30,"in",2
"61",30,"",900,151,910,209,1,1,1,7,6,31,"building",0
"63",31,"b",910,151,920,209,NA,1,1,7,6,32,"building",1
"65",32,"u",920,151,930,209,NA,1,1,7,6,33,"building",2
"67",33,"i",930,151,940,209,NA,1,1,7,6,34,"building",3
"69",34,"l",940,151,950,209,NA,1,1,7,6,35,"building",4
"71",35,"d",950,151,960,209,NA,1,1,7,6,36,"building",5
"73",36,"i",960,151,970,209,NA,1,1,7,6,37,"building",6
"75",37,"n",970,151,980,209,NA,1,1,7,6,38,"building",7
"77",38,"g",980,151,990,209,NA,1,1,7,6,39,"building",8
"79",39,"",990,151,1000,209,1,1,1,8,7,40,"suspension",0
"81",40,"s",1000,151,1010,209,NA,1,1,8,7,41,"suspension",1
"83",41,"u",1010,151,1020,209,NA,1,1,8,7,42,"suspension",2
"85",42,"s",1020,151,1030,209,NA,1,1,8,7,43,"suspension",3
"87",43,"p",1030,151,1040,209,NA,1,1,8,7,44,"suspension",4
"89",44,"e",1040,151,1050,209,NA,1,1,8,7,45,"suspension",5
"91",45,"n",1050,151,1060,209,NA,1,1,8,7,46,"suspension",6
"93",46,"s",1060,151,1070,209,NA,1,1,8,7,47,"suspension",7
"95",47,"i",1070,151,1080,209,NA,1,1,8,7,48,"suspension",8
"97",48,"o",1080,151,1090,209,NA,1,1,8,7,49,"suspension",9
"99",49,"n",1090,151,1100,209,NA,1,1,8,7,50,"suspension",10
"101",50,"",1100,151,1110,209,1,1,1,9,8,51,"bridges.",0
"103",51,"b",1110,151,1120,209,NA,1,1,9,8,52,"bridges.",1
"105",52,"r",1120,151,1130,209,NA,1,1,9,8,53,"bridges.",2
"107",53,"i",1130,151,1140,209,NA,1,1,9,8,54,"bridges.",3
"109",54,"d",1140,151,1150,209,NA,1,1,9,8,55,"bridges.",4
"111",55,"g",1150,151,1160,209,NA,1,1,9,8,56,"bridges.",5
"113",56,"e",1160,151,1170,209,NA,1,1,9,8,57,"bridges.",6
"115",57,"s",1170,151,1180,209,2,1,1,9,8,58,"bridges.",7
"117",58,".",1180,151,1190,209,NA,1,2,9,1,1,"bridges.",8
"119",60,"R",600,219,610,277,NA,2,2,1,1,2,"Roebling",1
"121",61,"o",610,219,620,277,NA,2,2,1,1,3,"Roebling",2
"123",62,"e",620,219,630,277,NA,2,2,1,1,4,"Roebling",3
"125",63,"b",630,219,640,277,NA,2,2,1,1,5,"Roebling",4
"127",64,"l",640,219,650,277,NA,2,2,1,1,6,"Roebling",5
"129",65,"i",650,219,660,277,NA,2,2,1,1,7,"Roebling",6
"131",66,"n",660,219,670,277,NA,2,2,1,1,8,"Roebling",7
"133",67,"g",670,219,680,277,NA,2,2,1,1,9,"Roebling",8
"135",68,"",680,219,690,277,1,2,2,2,2,10,"was",0
"137",69,"w",690,219,700,277,NA,2,2,2,2,11,"was",1
"139",70,"a",700,219,710,277,NA,2,2,2,2,12,"was",2
"141",71,"s",710,219,720,277,NA,2,2,2,2,13,"was",3
"143",72,"",720,219,730,277,1,2,2,3,3,14,"educated",0
"145",73,"e",730,219,740,277,NA,2,2,3,3,15,"educated",1
"147",74,"d",740,219,750,277,NA,2,2,3,3,16,"educated",2
"149",75,"u",750,219,760,277,NA,2,2,3,3,17,"educated",3
"151",76,"c",760,219,770,277,NA,2,2,3,3,18,"educated",4
"153",77,"a",770,219,780,277,NA,2,2,3,3,19,"educated",5
"155",78,"t",780,219,790,277,NA,2,2,3,3,20,"educated",6
"157",79,"e",790,219,800,277,NA,2,2,3,3,21,"educated",7
"159",80,"d",800,219,810,277,NA,2,2,3,3,22,"educated",8
"161",81,"",810,219,820,277,1,2,2,4,4,23,"as",0
"163",82,"a",820,219,830,277,NA,2,2,4,4,24,"as",1
"165",83,"s",830,219,840,277,NA,2,2,4,4,25,"as",2
"167",84,"",840,219,850,277,1,2,2,5,5,26,"a",0
"169",85,"a",850,219,860,277,NA,2,2,5,5,27,"a",1
"171",86,"",860,219,870,277,1,2,2,6,6,28,"civil",0
"173",87,"c",870,219,880,277,NA,2,2,6,6,29,"civil",1
"175",88,"i",880,219,890,277,NA,2,2,6,6,30,"civil",2
"177",89,"v",890,219,900,277,NA,2,2,6,6,31,"civil",3
"179",90,"i",900,219,910,277,NA,2,2,6,6,32,"civil",4
"181",91,"l",910,219,920,277,NA,2,2,6,6,33,"civil",5
"183",92,"",920,219,930,277,1,2,2,7,7,34,"engineer",0
"185",93,"e",930,219,940,277,NA,2,2,7,7,35,"engineer",1
"187",94,"n",940,219,950,277,NA,2,2,7,7,36,"engineer",2
"189",95,"g",950,219,960,277,NA,2,2,7,7,37,"engineer",3
"191",96,"i",960,219,970,277,NA,2,2,7,7,38,"engineer",4
"193",97,"n",970,219,980,277,NA,2,2,7,7,39,"engineer",5
"195",98,"e",980,219,990,277,NA,2,2,7,7,40,"engineer",6
"197",99,"e",990,219,1000,277,NA,2,2,7,7,41,"engineer",7
"199",100,"r",1000,219,1010,277,NA,2,2,7,7,42,"engineer",8
"201",101,"",1010,219,1020,277,1,2,2,8,8,43,"in",0
"203",102,"i",1020,219,1030,277,NA,2,2,8,8,44,"in",1
"205",103,"n",1030,219,1040,277,NA,2,2,8,8,45,"in",2
"207",104,"",1040,219,1050,277,1,2,2,9,9,46,"Germany,",0
"209",105,"G",1050,219,1060,277,NA,2,2,9,9,47,"Germany,",1
"211",106,"e",1060,219,1070,277,NA,2,2,9,9,48,"Germany,",2
"213",107,"r",1070,219,1080,277,NA,2,2,9,9,49,"Germany,",3
"215",108,"m",1080,219,1090,277,NA,2,2,9,9,50,"Germany,",4
"217",109,"a",1090,219,1100,277,NA,2,2,9,9,51,"Germany,",5
"219",110,"n",1100,219,1110,277,NA,2,2,9,9,52,"Germany,",6
"221",111,"y",1110,219,1120,277,NA,2,2,9,9,53,"Germany,",7
"223",112,",",1120,219,1130,277,NA,2,2,9,9,54,"Germany,",8
"225",113,"",1130,219,1140,277,1,2,2,10,10,55,"an",0
"227",114,"a",1140,219,1150,277,NA,2,2,10,10,56,"an",1
"229",115,"n",1150,219,1160,277,2,2,2,10,10,57,"an",2
"231",116,"d",1160,219,1170,277,NA,2,3,11,1,1,"demigrated",1
"233",118,"e",600,287,610,345,NA,2,3,11,1,2,"demigrated",2
"235",119,"m",610,287,620,345,NA,2,3,11,1,3,"demigrated",3
"237",120,"i",620,287,630,345,NA,2,3,11,1,4,"demigrated",4
"239",121,"g",630,287,640,345,NA,2,3,11,1,5,"demigrated",5
"241",122,"r",640,287,650,345,NA,2,3,11,1,6,"demigrated",6
"243",123,"a",650,287,660,345,NA,2,3,11,1,7,"demigrated",7
"245",124,"t",660,287,670,345,NA,2,3,11,1,8,"demigrated",8
"247",125,"e",670,287,680,345,NA,2,3,11,1,9,"demigrated",9
"249",126,"d",680,287,690,345,NA,2,3,11,1,10,"demigrated",10
"251",127,"",690,287,700,345,1,2,3,12,2,11,"to",0
"253",128,"t",700,287,710,345,NA,2,3,12,2,12,"to",1
"255",129,"o",710,287,720,345,NA,2,3,12,2,13,"to",2
"257",130,"",720,287,730,345,1,2,3,13,3,14,"the",0
"259",131,"t",730,287,740,345,NA,2,3,13,3,15,"the",1
"261",132,"h",740,287,750,345,NA,2,3,13,3,16,"the",2
"263",133,"e",750,287,760,345,NA,2,3,13,3,17,"the",3
"265",134,"",760,287,770,345,1,2,3,14,4,18,"United",0
"267",135,"U",770,287,780,345,NA,2,3,14,4,19,"United",1
"269",136,"n",780,287,790,345,NA,2,3,14,4,20,"United",2
"271",137,"i",790,287,800,345,NA,2,3,14,4,21,"United",3
"273",138,"t",800,287,810,345,NA,2,3,14,4,22,"United",4
"275",139,"e",810,287,820,345,NA,2,3,14,4,23,"United",5
"277",140,"d",820,287,830,345,NA,2,3,14,4,24,"United",6
"279",141,"",830,287,840,345,1,2,3,15,5,25,"States",0
"281",142,"S",840,287,850,345,NA,2,3,15,5,26,"States",1
"283",143,"t",850,287,860,345,NA,2,3,15,5,27,"States",2
"285",144,"a",860,287,870,345,NA,2,3,15,5,28,"States",3
"287",145,"t",870,287,880,345,NA,2,3,15,5,29,"States",4
"289",146,"e",880,287,890,345,NA,2,3,15,5,30,"States",5
"291",147,"s",890,287,900,345,NA,2,3,15,5,31,"States",6
"293",148,"",900,287,910,345,1,2,3,16,6,32,"as",0
"295",149,"a",910,287,920,345,NA,2,3,16,6,33,"as",1
"297",150,"s",920,287,930,345,NA,2,3,16,6,34,"as",2
"299",151,"",930,287,940,345,1,2,3,17,7,35,"a",0
"301",152,"a",940,287,950,345,NA,2,3,17,7,36,"a",1
"303",153,"",950,287,960,345,1,2,3,18,8,37,"young",0
"305",154,"y",960,287,970,345,NA,2,3,18,8,38,"young",1
"307",155,"o",970,287,980,345,NA,2,3,18,8,39,"young",2
"309",156,"u",980,287,990,345,NA,2,3,18,8,40,"young",3
"311",157,"n",990,287,1000,345,NA,2,3,18,8,41,"young",4
"313",158,"g",1000,287,1010,345,NA,2,3,18,8,42,"young",5
"315",159,"",1010,287,1020,345,1,2,3,19,9,43,"man.",0
"317",160,"m",1020,287,1030,345,NA,2,3,19,9,44,"man.",1
"319",161,"a",1030,287,1040,345,NA,2,3,19,9,45,"man.",2
"321",162,"n",1040,287,1050,345,NA,2,3,19,9,46,"man.",3
"323",163,".",1050,287,1060,345,NA,2,3,19,9,47,"man.",4
"325",164,"",1060,287,1070,345,1,3,3,1,10,48,"Believing",0
"327",165,"B",1070,287,1080,345,NA,3,3,1,10,49,"Believing",1
"329",166,"e",1080,287,1090,345,NA,3,3,1,10,50,"Believing",2
"331",167,"l",1090,287,1100,345,NA,3,3,1,10,51,"Believing",3
"333",168,"i",1100,287,1110,345,NA,3,3,1,10,52,"Believing",4
"335",169,"e",1110,287,1120,345,NA,3,3,1,10,53,"Believing",5
"337",170,"v",1120,287,1130,345,NA,3,3,1,10,54,"Believing",6
"339",171,"i",1130,287,1140,345,NA,3,3,1,10,55,"Believing",7
"341",172,"n",1140,287,1150,345,NA,3,3,1,10,56,"Believing",8
"343",173,"g",1150,287,1160,345,NA,3,3,1,10,57,"Believing",9
"345",174,"",1160,287,1170,345,1,3,3,2,11,58,"tha",0
"347",175,"t",1170,287,1180,345,NA,3,3,2,11,59,"tha",1
"349",176,"h",1180,287,1190,345,NA,3,3,2,11,60,"tha",2
"351",177,"a",1190,287,1200,345,2,3,3,2,11,61,"tha",3
"353",178,"t",1200,287,1210,345,NA,3,4,3,1,1,"tsteel",1
"355",180,"s",600,355,610,413,NA,3,4,3,1,2,"tsteel",2
"357",181,"t",610,355,620,413,NA,3,4,3,1,3,"tsteel",3
"359",182,"e",620,355,630,413,NA,3,4,3,1,4,"tsteel",4
"361",183,"e",630,355,640,413,NA,3,4,3,1,5,"tsteel",5
"363",184,"l",640,355,650,413,NA,3,4,3,1,6,"tsteel",6
"365",185,"",650,355,660,413,1,3,4,4,2,7,"cable",0
"367",186,"c",660,355,670,413,NA,3,4,4,2,8,"cable",1
"369",187,"a",670,355,680,413,NA,3,4,4,2,9,"cable",2
"371",188,"b",680,355,690,413,NA,3,4,4,2,10,"cable",3
"373",189,"l",690,355,700,413,NA,3,4,4,2,11,"cable",4
"375",190,"e",700,355,710,413,NA,3,4,4,2,12,"cable",5
"377",191,"",710,355,720,413,1,3,4,5,3,13,"would",0
"379",192,"w",720,355,730,413,NA,3,4,5,3,14,"would",1
"381",193,"o",730,355,740,413,NA,3,4,5,3,15,"would",2
"383",194,"u",740,355,750,413,NA,3,4,5,3,16,"would",3
"385",195,"l",750,355,760,413,NA,3,4,5,3,17,"would",4
"387",196,"d",760,355,770,413,NA,3,4,5,3,18,"would",5
"389",197,"",770,355,780,413,1,3,4,6,4,19,"make",0
"391",198,"m",780,355,790,413,NA,3,4,6,4,20,"make",1
"393",199,"a",790,355,800,413,NA,3,4,6,4,21,"make",2
"395",200,"k",800,355,810,413,NA,3,4,6,4,22,"make",3
"397",201,"e",810,355,820,413,NA,3,4,6,4,23,"make",4
"399",202,"",820,355,830,413,1,3,4,7,5,24,"possible",0
"401",203,"p",830,355,840,413,NA,3,4,7,5,25,"possible",1
"403",204,"o",840,355,850,413,NA,3,4,7,5,26,"possible",2
"405",205,"s",850,355,860,413,NA,3,4,7,5,27,"possible",3
"407",206,"s",860,355,870,413,NA,3,4,7,5,28,"possible",4
"409",207,"i",870,355,880,413,NA,3,4,7,5,29,"possible",5
"411",208,"b",880,355,890,413,NA,3,4,7,5,30,"possible",6
"413",209,"l",890,355,900,413,NA,3,4,7,5,31,"possible",7
"415",210,"e",900,355,910,413,NA,3,4,7,5,32,"possible",8
"417",211,"",910,355,920,413,1,3,4,8,6,33,"the",0
"419",212,"t",920,355,930,413,NA,3,4,8,6,34,"the",1
"421",213,"h",930,355,940,413,NA,3,4,8,6,35,"the",2
"423",214,"e",940,355,950,413,NA,3,4,8,6,36,"the",3
"425",215,"",950,355,960,413,1,3,4,9,7,37,"construction",0
"427",216,"c",960,355,970,413,NA,3,4,9,7,38,"construction",1
"429",217,"o",970,355,980,413,NA,3,4,9,7,39,"construction",2
"431",218,"n",980,355,990,413,NA,3,4,9,7,40,"construction",3
"433",219,"s",990,355,1000,413,NA,3,4,9,7,41,"construction",4
"435",220,"t",1000,355,1010,413,NA,3,4,9,7,42,"construction",5
"437",221,"r",1010,355,1020,413,NA,3,4,9,7,43,"construction",6
"439",222,"u",1020,355,1030,413,NA,3,4,9,7,44,"construction",7
"441",223,"c",1030,355,1040,413,NA,3,4,9,7,45,"construction",8
"443",224,"t",1040,355,1050,413,NA,3,4,9,7,46,"construction",9
"445",225,"i",1050,355,1060,413,NA,3,4,9,7,47,"construction",10
"447",226,"o",1060,355,1070,413,NA,3,4,9,7,48,"construction",11
"449",227,"n",1070,355,1080,413,NA,3,4,9,7,49,"construction",12
"451",228,"",1080,355,1090,413,1,3,4,10,8,50,"of",0
"453",229,"o",1090,355,1100,413,NA,3,4,10,8,51,"of",1
"455",230,"f",1100,355,1110,413,NA,3,4,10,8,52,"of",2
"457",231,"",1110,355,1120,413,1,3,4,11,9,53,"long-spa",0
"459",232,"l",1120,355,1130,413,NA,3,4,11,9,54,"long-spa",1
"461",233,"o",1130,355,1140,413,NA,3,4,11,9,55,"long-spa",2
"463",234,"n",1140,355,1150,413,NA,3,4,11,9,56,"long-spa",3
"465",235,"g",1150,355,1160,413,NA,3,4,11,9,57,"long-spa",4
"467",236,"-",1160,355,1170,413,NA,3,4,11,9,58,"long-spa",5
"469",237,"s",1170,355,1180,413,NA,3,4,11,9,59,"long-spa",6
"471",238,"p",1180,355,1190,413,NA,3,4,11,9,60,"long-spa",7
"473",239,"a",1190,355,1200,413,2,3,4,11,9,61,"long-spa",8
"475",240,"n",1200,355,1210,413,NA,3,5,12,1,1,"nsuspension",1
"477",242,"s",600,423,610,481,NA,3,5,12,1,2,"nsuspension",2
"479",243,"u",610,423,620,481,NA,3,5,12,1,3,"nsuspension",3
"481",244,"s",620,423,630,481,NA,3,5,12,1,4,"nsuspension",4
"483",245,"p",630,423,640,481,NA,3,5,12,1,5,"nsuspension",5
"485",246,"e",640,423,650,481,NA,3,5,12,1,6,"nsuspension",6
"487",247,"n",650,423,660,481,NA,3,5,12,1,7,"nsuspension",7
"489",248,"s",660,423,670,481,NA,3,5,12,1,8,"nsuspension",8
"491",249,"i",670,423,680,481,NA,3,5,12,1,9,"nsuspension",9
"493",250,"o",680,423,690,481,NA,3,5,12,1,10,"nsuspension",10
"495",251,"n",690,423,700,481,NA,3,5,12,1,11,"nsuspension",11
"497",252,"",700,423,710,481,1,3,5,13,2,12,"bridges,",0
"499",253,"b",710,423,720,481,NA,3,5,13,2,13,"bridges,",1
"501",254,"r",720,423,730,481,NA,3,5,13,2,14,"bridges,",2
"503",255,"i",730,423,740,481,NA,3,5,13,2,15,"bridges,",3
"505",256,"d",740,423,750,481,NA,3,5,13,2,16,"bridges,",4
"507",257,"g",750,423,760,481,NA,3,5,13,2,17,"bridges,",5
"509",258,"e",760,423,770,481,NA,3,5,13,2,18,"bridges,",6
"511",259,"s",770,423,780,481,NA,3,5,13,2,19,"bridges,",7
"513",260,",",780,423,790,481,NA,3,5,13,2,20,"bridges,",8
"515",261,"",790,423,800,481,1,3,5,14,3,21,"he",0
"517",262,"h",800,423,810,481,NA,3,5,14,3,22,"he",1
"519",263,"e",810,423,820,481,NA,3,5,14,3,23,"he",2
"521",264,"",820,423,830,481,1,3,5,15,4,24,"established",0
"523",265,"e",830,423,840,481,NA,3,5,15,4,25,"established",1
"525",266,"s",840,423,850,481,NA,3,5,15,4,26,"established",2
"527",267,"t",850,423,860,481,NA,3,5,15,4,27,"established",3
"529",268,"a",860,423,870,481,NA,3,5,15,4,28,"established",4
"531",269,"b",870,423,880,481,NA,3,5,15,4,29,"established",5
"533",270,"l",880,423,890,481,NA,3,5,15,4,30,"established",6
"535",271,"i",890,423,900,481,NA,3,5,15,4,31,"established",7
"537",272,"s",900,423,910,481,NA,3,5,15,4,32,"established",8
"539",273,"h",910,423,920,481,NA,3,5,15,4,33,"established",9
"541",274,"e",920,423,930,481,NA,3,5,15,4,34,"established",10
"543",275,"d",930,423,940,481,NA,3,5,15,4,35,"established",11
"545",276,"",940,423,950,481,1,3,5,16,5,36,"a",0
"547",277,"a",950,423,960,481,NA,3,5,16,5,37,"a",1
"549",278,"",960,423,970,481,1,3,5,17,6,38,"factory",0
"551",279,"f",970,423,980,481,NA,3,5,17,6,39,"factory",1
"553",280,"a",980,423,990,481,NA,3,5,17,6,40,"factory",2
"555",281,"c",990,423,1000,481,NA,3,5,17,6,41,"factory",3
"557",282,"t",1000,423,1010,481,NA,3,5,17,6,42,"factory",4
"559",283,"o",1010,423,1020,481,NA,3,5,17,6,43,"factory",5
"561",284,"r",1020,423,1030,481,NA,3,5,17,6,44,"factory",6
"563",285,"y",1030,423,1040,481,NA,3,5,17,6,45,"factory",7
"565",286,"",1040,423,1050,481,1,3,5,18,7,46,"to",0
"567",287,"t",1050,423,1060,481,NA,3,5,18,7,47,"to",1
"569",288,"o",1060,423,1070,481,NA,3,5,18,7,48,"to",2
"571",289,"",1070,423,1080,481,1,3,5,19,8,49,"produce",0
"573",290,"p",1080,423,1090,481,NA,3,5,19,8,50,"produce",1
"575",291,"r",1090,423,1100,481,NA,3,5,19,8,51,"produce",2
"577",292,"o",1100,423,1110,481,NA,3,5,19,8,52,"produce",3
"579",293,"d",1110,423,1120,481,NA,3,5,19,8,53,"produce",4
"581",294,"u",1120,423,1130,481,NA,3,5,19,8,54,"produce",5
"583",295,"c",1130,423,1140,481,NA,3,5,19,8,55,"produce",6
"585",296,"e",1140,423,1150,481,NA,3,5,19,8,56,"produce",7
"587",297,"",1150,423,1160,481,1,3,5,20,9,57,"it.",0
"589",298,"i",1160,423,1170,481,NA,3,5,20,9,58,"it.",1
"591",299,"t",1170,423,1180,481,2,3,5,20,9,59,"it.",2
"593",300,".",1180,423,1190,481,NA,3,6,20,1,1,"it.",3
"595",302,"H",600,491,610,549,NA,4,6,1,1,2,"His",1
"597",303,"i",610,491,620,549,NA,4,6,1,1,3,"His",2
"599",304,"s",620,491,630,549,NA,4,6,1,1,4,"His",3
"601",305,"",630,491,640,549,1,4,6,2,2,5,"fellow",0
"603",306,"f",640,491,650,549,NA,4,6,2,2,6,"fellow",1
"605",307,"e",650,491,660,549,NA,4,6,2,2,7,"fellow",2
"607",308,"l",660,491,670,549,NA,4,6,2,2,8,"fellow",3
"609",309,"l",670,491,680,549,NA,4,6,2,2,9,"fellow",4
"611",310,"o",680,491,690,549,NA,4,6,2,2,10,"fellow",5
"613",311,"w",690,491,700,549,NA,4,6,2,2,11,"fellow",6
"615",312,"",700,491,710,549,1,4,6,3,3,12,"engineers",0
"617",313,"e",710,491,720,549,NA,4,6,3,3,13,"engineers",1
"619",314,"n",720,491,730,549,NA,4,6,3,3,14,"engineers",2
"621",315,"g",730,491,740,549,NA,4,6,3,3,15,"engineers",3
"623",316,"i",740,491,750,549,NA,4,6,3,3,16,"engineers",4
"625",317,"n",750,491,760,549,NA,4,6,3,3,17,"engineers",5
"627",318,"e",760,491,770,549,NA,4,6,3,3,18,"engineers",6
"629",319,"e",770,491,780,549,NA,4,6,3,3,19,"engineers",7
"631",320,"r",780,491,790,549,NA,4,6,3,3,20,"engineers",8
"633",321,"s",790,491,800,549,NA,4,6,3,3,21,"engineers",9
"635",322,"",800,491,810,549,1,4,6,4,4,22,"predicted",0
"637",323,"p",810,491,820,549,NA,4,6,4,4,23,"predicted",1
"639",324,"r",820,491,830,549,NA,4,6,4,4,24,"predicted",2
"641",325,"e",830,491,840,549,NA,4,6,4,4,25,"predicted",3
"643",326,"d",840,491,850,549,NA,4,6,4,4,26,"predicted",4
"645",327,"i",850,491,860,549,NA,4,6,4,4,27,"predicted",5
"647",328,"c",860,491,870,549,NA,4,6,4,4,28,"predicted",6
"649",329,"t",870,491,880,549,NA,4,6,4,4,29,"predicted",7
"651",330,"e",880,491,890,549,NA,4,6,4,4,30,"predicted",8
"653",331,"d",890,491,900,549,NA,4,6,4,4,31,"predicted",9
"655",332,"",900,491,910,549,1,4,6,5,5,32,"failure",0
"657",333,"f",910,491,920,549,NA,4,6,5,5,33,"failure",1
"659",334,"a",920,491,930,549,NA,4,6,5,5,34,"failure",2
"661",335,"i",930,491,940,549,NA,4,6,5,5,35,"failure",3
"663",336,"l",940,491,950,549,NA,4,6,5,5,36,"failure",4
"665",337,"u",950,491,960,549,NA,4,6,5,5,37,"failure",5
"667",338,"r",960,491,970,549,NA,4,6,5,5,38,"failure",6
"669",339,"e",970,491,980,549,NA,4,6,5,5,39,"failure",7
"671",340,"",980,491,990,549,1,4,6,6,6,40,"for",0
"673",341,"f",990,491,1000,549,NA,4,6,6,6,41,"for",1
"675",342,"o",1000,491,1010,549,NA,4,6,6,6,42,"for",2
"677",343,"r",1010,491,1020,549,NA,4,6,6,6,43,"for",3
"679",344,"",1020,491,1030,549,1,4,6,7,7,44,"his",0
"681",345,"h",1030,491,1040,549,NA,4,6,7,7,45,"his",1
"683",346,"i",1040,491,1050,549,NA,4,6,7,7,46,"his",2
"685",347,"s",1050,491,1060,549,NA,4,6,7,7,47,"his",3
"687",348,"",1060,491,1070,549,1,4,6,8,8,48,"first",0
"689",349,"f",1070,491,1080,549,NA,4,6,8,8,49,"first",1
"691",350,"i",1080,491,1090,549,NA,4,6,8,8,50,"first",2
"693",351,"r",1090,491,1100,549,NA,4,6,8,8,51,"first",3
"695",352,"s",1100,491,1110,549,NA,4,6,8,8,52,"first",4
"697",353,"t",1110,491,1120,549,NA,4,6,8,8,53,"first",5
"699",354,"",1120,491,1130,549,1,4,6,9,9,54,"long-spa",0
"701",355,"l",1130,491,1140,549,NA,4,6,9,9,55,"long-spa",1
"703",356,"o",1140,491,1150,549,NA,4,6,9,9,56,"long-spa",2
"705",357,"n",1150,491,1160,549,NA,4,6,9,9,57,"long-spa",3
"707",358,"g",1160,491,1170,549,NA,4,6,9,9,58,"long-spa",4
"709",359,"-",1170,491,1180,549,NA,4,6,9,9,59,"long-spa",5
"711",360,"s",1180,491,1190,549,NA,4,6,9,9,60,"long-spa",6
"713",361,"p",1190,491,1200,549,NA,4,6,9,9,61,"long-spa",7
"715",362,"a",1200,491,1210,549,2,4,6,9,9,62,"long-spa",8
"717",363,"n",1210,491,1220,549,NA,4,7,10,1,1,"nsuspension",1
"719",365,"s",600,559,610,617,NA,4,7,10,1,2,"nsuspension",2
